School,Player_Type,Position_Type,Position,Drafted,Team
Miami (FL),offense,offensive_lineman,OT,Yes,Buffalo Bills
Clemson,offense,backs_receivers,WR,Yes,Buffalo Bills
Baylor,offense,offensive_lineman,OG,Yes,Buffalo Bills
Duke,defense,defensive_back,CB,Yes,Buffalo Bills
San Jose St.,defense,defensive_back,CB,Yes,Carolina Panthers
Florida St.,offense,backs_receivers,WR,Yes,Carolina Panthers
North Carolina,defense,defensive_back,SS,Yes,Carolina Panthers
LSU,offense,offensive_lineman,OG,Yes,Carolina Panthers
Stanford,offense,backs_receivers,RB,Yes,Carolina Panthers
Missouri,defense,defensive_lineman,DE,Yes,Carolina Panthers
LSU,defense,defensive_lineman,DT,Yes,Chicago Bears
San Jose St.,offense,backs_receivers,QB,Yes,Chicago Bears
Virginia Tech,defense,defensive_back,CB,Yes,Chicago Bears
Minnesota,defense,defensive_back,SS,Yes,Chicago Bears
Arizona,offense,backs_receivers,RB,Yes,Chicago Bears
Boise St.,offense,offensive_lineman,OG,Yes,Chicago Bears
Arizona St.,defense,defensive_lineman,DT,Yes,Chicago Bears
Miami (FL),special_teams,kicking_specialist,P,Yes,Chicago Bears
North Carolina,offense,offensive_lineman,OG,Yes,Cincinnati Bengals
West Virginia,defense,defensive_lineman,DE,Yes,Cincinnati Bengals
LSU,offense,backs_receivers,RB,Yes,Cincinnati Bengals
Georgia Southern,defense,defensive_back,CB,Yes,Cincinnati Bengals
Michigan St.,defense,defensive_back,CB,Yes,Cincinnati Bengals
Alabama,offense,backs_receivers,QB,Yes,Cincinnati Bengals
Texas A&M,offense,backs_receivers,QB,Yes,Cleveland Browns
Lindenwood,defense,defensive_back,CB,Yes,Cleveland Browns
Oklahoma St.,defense,defensive_back,CB,Yes,Cleveland Browns
Towson,offense,backs_receivers,RB,Yes,Cleveland Browns
Iowa,defense,line_backer,OLB,Yes,Cleveland Browns
Nevada,offense,offensive_lineman,OG,Yes,Cleveland Browns
Notre Dame,offense,offensive_lineman,OG,Yes,Dallas Cowboys
Baylor,defense,defensive_back,SS,Yes,Dallas Cowboys
Pittsburgh,offense,backs_receivers,WR,Yes,Dallas Cowboys
Iowa,defense,line_backer,OLB,Yes,Dallas Cowboys
Boise St.,defense,defensive_lineman,DE,Yes,Dallas Cowboys
Oregon,defense,defensive_back,CB,Yes,Dallas Cowboys
LSU,defense,line_backer,ILB,Yes,Denver Broncos
Michigan,offense,offensive_lineman,OT,Yes,Denver Broncos
Indiana,offense,backs_receivers,WR,Yes,Denver Broncos
Ohio St.,defense,defensive_back,CB,Yes,Denver Broncos
Boise St.,offense,offensive_lineman,C,Yes,Denver Broncos
Arkansas,offense,offensive_lineman,C,Yes,Detroit Lions
Princeton,defense,defensive_lineman,DT,Yes,Detroit Lions
BYU,defense,line_backer,OLB,Yes,Detroit Lions
Bloomsburg,offense,backs_receivers,TE,Yes,Detroit Lions
North Carolina,offense,backs_receivers,TE,Yes,Detroit Lions
Utah St.,defense,defensive_back,CB,Yes,Detroit Lions
Southern Miss,defense,defensive_lineman,DT,Yes,Green Bay Packers
California,offense,backs_receivers,TE,Yes,Green Bay Packers
Ohio St.,offense,offensive_lineman,C,Yes,Green Bay Packers
Saginaw Valley St.,offense,backs_receivers,WR,Yes,Green Bay Packers
Baylor,defense,defensive_back,CB,Yes,Green Bay Packers
Alabama,defense,defensive_back,FS,Yes,Green Bay Packers
Arizona St.,defense,line_backer,OLB,Yes,Green Bay Packers
Fresno St.,offense,backs_receivers,WR,Yes,Green Bay Packers
Wisconsin,offense,backs_receivers,WR,Yes,Green Bay Packers
Notre Dame,defense,defensive_lineman,DT,Yes,Houston Texans
Vanderbilt,defense,defensive_back,CB,Yes,Houston Texans
Iowa,offense,backs_receivers,TE,Yes,Houston Texans
LSU,offense,backs_receivers,RB,Yes,Houston Texans
UCLA,offense,offensive_lineman,OG,Yes,Houston Texans
Alabama,defense,defensive_lineman,DE,Yes,Houston Texans
South Carolina,defense,defensive_lineman,DE,Yes,Houston Texans
Pittsburgh,offense,backs_receivers,QB,Yes,Houston Texans
Western Kentucky,defense,line_backer,ILB,Yes,Indianapolis Colts
Ball St.,defense,line_backer,OLB,Yes,Indianapolis Colts
Mississippi,offense,backs_receivers,WR,Yes,Indianapolis Colts
Ohio St.,offense,offensive_lineman,OT,Yes,Indianapolis Colts
Central Florida,offense,backs_receivers,QB,Yes,Jacksonville Jaguars
Oklahoma,defense,defensive_back,CB,Yes,Jacksonville Jaguars
Miami (FL),offense,offensive_lineman,OG,Yes,Jacksonville Jaguars
Central Florida,offense,backs_receivers,RB,Yes,Jacksonville Jaguars
Penn St.,offense,backs_receivers,WR,Yes,Jacksonville Jaguars
Arkansas,defense,line_backer,OLB,Yes,Jacksonville Jaguars
USC,offense,backs_receivers,WR,Yes,Jacksonville Jaguars
Florida St.,defense,line_backer,OLB,Yes,Jacksonville Jaguars
Tennessee,offense,offensive_lineman,OG,Yes,Kansas City Chiefs
Auburn,defense,defensive_lineman,DE,Yes,Kansas City Chiefs
Georgia,offense,backs_receivers,QB,Yes,Kansas City Chiefs
Oregon,offense,backs_receivers,RB,Yes,Kansas City Chiefs
Rice,defense,defensive_back,CB,Yes,Kansas City Chiefs
Arizona St.,offense,backs_receivers,RB,Yes,San Diego Chargers
TCU,defense,defensive_back,CB,Yes,San Diego Chargers
Arkansas St.,defense,defensive_lineman,DT,Yes,San Diego Chargers
Notre Dame,offense,offensive_lineman,OG,Yes,San Diego Chargers
Baylor,offense,backs_receivers,WR,Yes,San Diego Chargers
Georgia Tech,defense,line_backer,OLB,Yes,San Diego Chargers
Missouri,defense,defensive_lineman,DE,Yes,St. Louis Rams
Auburn,offense,offensive_lineman,OT,Yes,St. Louis Rams
Auburn,offense,backs_receivers,RB,Yes,St. Louis Rams
Florida St.,defense,defensive_back,CB,Yes,St. Louis Rams
Missouri,defense,defensive_back,CB,Yes,St. Louis Rams
Pittsburgh,defense,defensive_lineman,DT,Yes,St. Louis Rams
Utah St.,defense,defensive_back,SS,Yes,St. Louis Rams
North Dakota St.,offense,offensive_lineman,OT,Yes,Miami Dolphins
LSU,offense,backs_receivers,WR,Yes,Miami Dolphins
Coastal Carolina,offense,backs_receivers,WR,Yes,Miami Dolphins
Tennessee,offense,offensive_lineman,OT,Yes,Miami Dolphins
Montana,defense,line_backer,OLB,Yes,Miami Dolphins
Georgia,offense,backs_receivers,TE,Yes,Miami Dolphins
Oregon St.,defense,defensive_lineman,DE,Yes,Minnesota Vikings
Maine,defense,defensive_back,CB,Yes,Minnesota Vikings
Louisville,offense,backs_receivers,QB,Yes,Minnesota Vikings
Virginia Tech,defense,defensive_back,CB,Yes,Minnesota Vikings
UCLA,defense,line_backer,OLB,Yes,Minnesota Vikings
Stanford,offense,offensive_lineman,OG,Yes,Minnesota Vikings
North Carolina,defense,defensive_back,CB,Yes,Minnesota Vikings
Georgia Southern,offense,backs_receivers,RB,Yes,Minnesota Vikings
Connecticut,defense,defensive_lineman,DT,Yes,Minnesota Vikings
Florida,defense,defensive_lineman,DT,Yes,New England Patriots
Stanford,offense,offensive_lineman,OT,Yes,New England Patriots
Michigan,offense,backs_receivers,WR,Yes,New England Patriots
Wisconsin,offense,backs_receivers,RB,Yes,New England Patriots
Georgia Tech,defense,defensive_back,CB,Yes,New England Patriots
Florida St.,offense,offensive_lineman,C,Yes,New England Patriots
Concordia (MN),defense,defensive_lineman,DE,Yes,New England Patriots
East. Illinois,offense,backs_receivers,QB,Yes,New England Patriots
Florida,offense,offensive_lineman,OG,Yes,New England Patriots
Nebraska,defense,defensive_back,CB,Yes,New Orleans Saints
Oregon St.,offense,backs_receivers,WR,Yes,New Orleans Saints
Florida,defense,line_backer,OLB,Yes,New Orleans Saints
Alabama,defense,defensive_back,SS,Yes,New Orleans Saints
California,defense,line_backer,OLB,Yes,New Orleans Saints
Boston Col.,offense,backs_receivers,RB,Yes,New York Giants
Syracuse,defense,defensive_lineman,DT,Yes,New York Giants
Notre Dame,defense,defensive_back,CB,Yes,New York Giants
Colorado St.,offense,offensive_lineman,C,Yes,New York Giants
USC,defense,line_backer,OLB,Yes,New York Giants
San Diego St.,defense,defensive_back,SS,Yes,New York Giants
LSU,offense,backs_receivers,WR,Yes,New York Giants
Louisville,defense,defensive_back,FS,Yes,New York Jets
UCLA,offense,backs_receivers,WR,Yes,New York Jets
Nebraska,offense,backs_receivers,WR,Yes,New York Jets
Utah,defense,line_backer,OLB,Yes,New York Jets
Oklahoma,offense,backs_receivers,WR,Yes,New York Jets
Northwest Missouri State,defense,defensive_back,CB,Yes,New York Jets
Clemson,offense,backs_receivers,QB,Yes,New York Jets
Maryland,defense,defensive_back,CB,Yes,New York Jets
Iowa St.,defense,line_backer,ILB,Yes,New York Jets
Texas Tech,offense,backs_receivers,TE,Yes,New York Jets
Furman,offense,offensive_lineman,OG,Yes,New York Jets
Louisiana Tech,defense,defensive_lineman,DE,Yes,New York Jets
Louisiana Tech,defense,defensive_lineman,DT,Yes,Oakland Raiders
Western Kentucky,defense,defensive_back,FS,Yes,Oakland Raiders
Mississippi St.,offense,offensive_lineman,OG,Yes,Oakland Raiders
Ohio,defense,defensive_back,CB,Yes,Oakland Raiders
Fresno St.,offense,backs_receivers,QB,Yes,Oakland Raiders
Buffalo,defense,line_backer,OLB,Yes,Oakland Raiders
Utah,defense,defensive_back,CB,Yes,Oakland Raiders
Oregon,offense,backs_receivers,WR,Yes,Philadelphia Eagles
Vanderbilt,offense,backs_receivers,WR,Yes,Philadelphia Eagles
Stanford,defense,defensive_back,FS,Yes,Philadelphia Eagles
Louisville,defense,defensive_lineman,DE,Yes,Philadelphia Eagles
Oregon,defense,defensive_lineman,DE,Yes,Philadelphia Eagles
Florida,defense,defensive_back,CB,Yes,Philadelphia Eagles
Kent St.,offense,backs_receivers,WR,Yes,Pittsburgh Steelers
Tennessee,defense,defensive_lineman,DT,Yes,Pittsburgh Steelers
Notre Dame,defense,defensive_lineman,DT,Yes,Pittsburgh Steelers
UCLA,defense,line_backer,OLB,Yes,Pittsburgh Steelers
Ohio St.,defense,line_backer,OLB,Yes,Pittsburgh Steelers
Vanderbilt,offense,offensive_lineman,C,Yes,Pittsburgh Steelers
Clemson,offense,backs_receivers,WR,Yes,Pittsburgh Steelers
Massachusetts,offense,backs_receivers,TE,Yes,Pittsburgh Steelers
Ohio St.,offense,backs_receivers,RB,Yes,San Francisco 49ers
South Carolina,offense,backs_receivers,WR,Yes,San Francisco 49ers
Boston Col.,defense,defensive_lineman,DT,Yes,San Francisco 49ers
Northern Illinois,defense,defensive_back,SS,Yes,San Francisco 49ers
Clemson,offense,offensive_lineman,OG,Yes,San Francisco 49ers
Florida Atlantic,defense,defensive_back,CB,Yes,San Francisco 49ers
Wisconsin,defense,line_backer,ILB,Yes,San Francisco 49ers
South Florida,defense,defensive_lineman,DE,Yes,San Francisco 49ers
USC,offense,offensive_lineman,C,Yes,San Francisco 49ers
North Carolina St.,defense,defensive_back,CB,Yes,San Francisco 49ers
Oklahoma,offense,backs_receivers,FB,Yes,San Francisco 49ers
Alabama,offense,backs_receivers,WR,Yes,Seattle Seahawks
UCLA,defense,defensive_lineman,DE,Yes,Seattle Seahawks
Missouri,offense,offensive_lineman,OT,Yes,Seattle Seahawks
Boston Col.,defense,line_backer,OLB,Yes,Seattle Seahawks
Colorado,offense,backs_receivers,WR,Yes,Seattle Seahawks
Washington,offense,backs_receivers,TE,Yes,Tampa Bay Buccaneers
Wyoming,offense,backs_receivers,WR,Yes,Tampa Bay Buccaneers
Texas A&M,offense,backs_receivers,WR,Yes,Tampa Bay Buccaneers
Tennessee St.,offense,offensive_lineman,OG,Yes,Tampa Bay Buccaneers
West Virginia,offense,backs_receivers,RB,Yes,Tampa Bay Buccaneers
Kentucky,defense,line_backer,ILB,Yes,Tennessee Titans
Michigan,offense,offensive_lineman,OT,Yes,Tennessee Titans
Wyoming,defense,defensive_back,FS,Yes,Tennessee Titans
Penn St.,defense,defensive_lineman,DT,Yes,Tennessee Titans
LSU,offense,backs_receivers,QB,Yes,Tennessee Titans
Washington,offense,backs_receivers,RB,Yes,Tennessee Titans
Virginia,offense,offensive_lineman,OT,Yes,Washington Redskins
Baylor,offense,backs_receivers,RB,Yes,Washington Redskins
Stanford,defense,defensive_lineman,DE,Yes,Washington Redskins
Tulane,offense,backs_receivers,WR,Yes,Washington Redskins
Clemson,defense,defensive_back,CB,Yes,Washington Redskins
Nebraska,offense,offensive_lineman,OG,Yes,Washington Redskins
Arkansas,special_teams,kicking_specialist,K,Yes,Washington Redskins
Ala-Birmingham,offense,backs_receivers,WR,Yes,Arizona Cardinals
New Mexico,offense,backs_receivers,RB,Yes,Arizona Cardinals
Florida,offense,offensive_lineman,OT,Yes,Arizona Cardinals
Missouri,defense,line_backer,OLB,Yes,Arizona Cardinals
Louisville,offense,backs_receivers,TE,Yes,Arizona Cardinals
Clemson,defense,line_backer,OLB,Yes,Atlanta Falcons
Clemson,defense,defensive_lineman,DT,Yes,Atlanta Falcons
East Carolina,offense,backs_receivers,WR,Yes,Atlanta Falcons
Indiana,offense,backs_receivers,RB,Yes,Atlanta Falcons
LSU,defense,defensive_back,CB,Yes,Atlanta Falcons
Central Florida,offense,backs_receivers,WR,Yes,Baltimore Ravens
USC,offense,backs_receivers,RB,Yes,Baltimore Ravens
Kentucky,defense,defensive_lineman,DE,Yes,Baltimore Ravens
Georgia Tech,offense,backs_receivers,WR,Yes,Baltimore Ravens
Iowa,defense,defensive_lineman,DT,Yes,Baltimore Ravens
Tennessee St.,offense,offensive_lineman,OG,Yes,Baltimore Ravens
Minnesota,offense,backs_receivers,TE,Yes,Baltimore Ravens
Pittsburgh,offense,backs_receivers,TE,Yes,Baltimore Ravens
Florida St.,defense,defensive_back,CB,Yes,Buffalo Bills
Florida St.,offense,backs_receivers,TE,Yes,Buffalo Bills
Florida St.,offense,backs_receivers,RB,Yes,Buffalo Bills
Louisville,offense,offensive_lineman,OG,Yes,Buffalo Bills
Washington,defense,line_backer,OLB,Yes,Carolina Panthers
Auburn,offense,backs_receivers,RB,Yes,Carolina Panthers
Oklahoma,offense,offensive_lineman,OT,Yes,Carolina Panthers
Michigan,offense,backs_receivers,WR,Yes,Carolina Panthers
West Virginia,offense,backs_receivers,WR,Yes,Chicago Bears
Michigan St.,offense,backs_receivers,RB,Yes,Chicago Bears
Oregon,offense,offensive_lineman,C,Yes,Chicago Bears
Florida St.,defense,defensive_lineman,DT,Yes,Chicago Bears
TCU,offense,offensive_lineman,OG,Yes,Chicago Bears
Penn St.,defense,defensive_back,FS,Yes,Chicago Bears
Texas A&M,offense,offensive_lineman,OT,Yes,Cincinnati Bengals
USC,defense,defensive_back,CB,Yes,Cincinnati Bengals
TCU,defense,line_backer,ILB,Yes,Cincinnati Bengals
West Virginia,offense,backs_receivers,WR,Yes,Cincinnati Bengals
Rutgers,offense,backs_receivers,TE,Yes,Cincinnati Bengals
Fresno St.,defense,defensive_back,FS,Yes,Cincinnati Bengals
Oregon,offense,offensive_lineman,OT,Yes,Cincinnati Bengals
Arizona St.,defense,defensive_lineman,DT,Yes,Cincinnati Bengals
Washington,defense,defensive_lineman,DT,Yes,Cleveland Browns
Washington St.,defense,defensive_lineman,DT,Yes,Cleveland Browns
USC,offense,backs_receivers,TE,Yes,Cleveland Browns
Miami (FL),offense,backs_receivers,RB,Yes,Cleveland Browns
Louisville,defense,defensive_back,CB,Yes,Cleveland Browns
Utah,defense,defensive_lineman,DE,Yes,Cleveland Browns
Washington St.,offense,backs_receivers,WR,Yes,Cleveland Browns
Oregon,defense,defensive_back,CB,Yes,Cleveland Browns
Florida St.,offense,offensive_lineman,C,Yes,Cleveland Browns
Northwestern,defense,defensive_back,SS,Yes,Cleveland Browns
USC,defense,line_backer,ILB,Yes,Cleveland Browns
Connecticut,defense,defensive_back,CB,Yes,Dallas Cowboys
Purdue,defense,defensive_lineman,DE,Yes,Dallas Cowboys
Minnesota,defense,line_backer,ILB,Yes,Dallas Cowboys
Florida,offense,offensive_lineman,OT,Yes,Dallas Cowboys
Virginia Tech,offense,offensive_lineman,OT,Yes,Dallas Cowboys
Nebraska,defense,defensive_lineman,DE,Yes,Dallas Cowboys
Wyoming,defense,line_backer,OLB,Yes,Dallas Cowboys
Missouri,defense,defensive_lineman,DE,Yes,Denver Broncos
Tulane,defense,defensive_back,CB,Yes,Denver Broncos
Florida,offense,offensive_lineman,C,Yes,Denver Broncos
Ohio St.,offense,backs_receivers,TE,Yes,Denver Broncos
Colorado St.,offense,offensive_lineman,OT,Yes,Denver Broncos
Auburn,defense,defensive_lineman,DT,Yes,Detroit Lions
Duke,offense,offensive_lineman,OG,Yes,Detroit Lions
South Carolina,offense,offensive_lineman,OT,Yes,Detroit Lions
Texas,defense,defensive_back,CB,Yes,Detroit Lions
Stanford,defense,defensive_back,CB,Yes,Detroit Lions
Rutgers,offense,backs_receivers,FB,Yes,Detroit Lions
Nebraska,offense,backs_receivers,RB,Yes,Detroit Lions
Michigan,defense,line_backer,OLB,Yes,Green Bay Packers
Miami (OH),defense,defensive_back,CB,Yes,Green Bay Packers
Arizona St.,defense,defensive_back,FS,Yes,Green Bay Packers
Stanford,offense,backs_receivers,WR,Yes,Green Bay Packers
UCLA,offense,backs_receivers,QB,Yes,Green Bay Packers
Wake Forest,defense,defensive_back,CB,Yes,Houston Texans
Rice,defense,defensive_lineman,DT,Yes,Houston Texans
Michigan St.,offense,backs_receivers,WR,Yes,Houston Texans
Arizona St.,offense,backs_receivers,WR,Yes,Houston Texans
Mississippi St.,defense,line_backer,ILB,Yes,Houston Texans
LSU,offense,backs_receivers,RB,Yes,Houston Texans
Miami (FL),offense,backs_receivers,WR,Yes,Indianapolis Colts
Stanford,defense,defensive_lineman,DT,Yes,Indianapolis Colts
Central Florida,defense,defensive_back,SS,Yes,Indianapolis Colts
Stanford,defense,defensive_lineman,DE,Yes,Indianapolis Colts
Georgia,defense,line_backer,ILB,Yes,Indianapolis Colts
Florida Atlantic,defense,defensive_back,CB,Yes,Indianapolis Colts
Mississippi St.,offense,backs_receivers,RB,Yes,Indianapolis Colts
Alabama,offense,backs_receivers,RB,Yes,Jacksonville Jaguars
Ohio St.,defense,defensive_lineman,DT,Yes,Jacksonville Jaguars
Florida St.,offense,backs_receivers,WR,Yes,Jacksonville Jaguars
Louisville,defense,defensive_back,SS,Yes,Jacksonville Jaguars
South Carolina,offense,offensive_lineman,OG,Yes,Jacksonville Jaguars
Notre Dame,offense,backs_receivers,TE,Yes,Jacksonville Jaguars
Washington,defense,defensive_back,CB,Yes,Kansas City Chiefs
Georgia,defense,line_backer,ILB,Yes,Kansas City Chiefs
Oregon St.,defense,defensive_back,CB,Yes,Kansas City Chiefs
Georgia,offense,backs_receivers,WR,Yes,Kansas City Chiefs
Northern Illinois,offense,backs_receivers,WR,Yes,Kansas City Chiefs
Missouri,offense,offensive_lineman,OG,Yes,Kansas City Chiefs
Southern Miss,defense,defensive_lineman,DT,Yes,Kansas City Chiefs
Wisconsin,offense,backs_receivers,RB,Yes,San Diego Chargers
Arkansas,defense,defensive_lineman,DT,Yes,San Diego Chargers
North Dakota St.,defense,line_backer,OLB,Yes,San Diego Chargers
Texas St.,defense,defensive_back,CB,Yes,San Diego Chargers
Miami (FL),defense,line_backer,ILB,Yes,San Diego Chargers
Oregon St.,offense,backs_receivers,QB,Yes,St. Louis Rams
Memphis,defense,defensive_lineman,DE,Yes,St. Louis Rams
Wisconsin,offense,offensive_lineman,OT,Yes,St. Louis Rams
Baylor,defense,line_backer,ILB,Yes,St. Louis Rams
Georgia,offense,backs_receivers,RB,Yes,St. Louis Rams
Iowa,offense,offensive_lineman,OT,Yes,St. Louis Rams
Louisville,offense,offensive_lineman,OT,Yes,St. Louis Rams
Louisville,offense,backs_receivers,WR,Yes,Miami Dolphins
Boise St.,offense,backs_receivers,RB,Yes,Miami Dolphins
Memphis,defense,defensive_back,CB,Yes,Miami Dolphins
Arizona St.,offense,offensive_lineman,OG,Yes,Miami Dolphins
Oklahoma,defense,defensive_lineman,DT,Yes,Miami Dolphins
Michigan St.,offense,backs_receivers,WR,Yes,Miami Dolphins
Michigan St.,defense,defensive_back,CB,Yes,Minnesota Vikings
Southern Illinois,offense,backs_receivers,TE,Yes,Minnesota Vikings
Alabama,offense,offensive_lineman,OT,Yes,Minnesota Vikings
Pittsburgh,offense,offensive_lineman,OT,Yes,Minnesota Vikings
Louisville,defense,defensive_lineman,DE,Yes,Minnesota Vikings
LSU,defense,defensive_lineman,DE,Yes,Minnesota Vikings
Oklahoma,offense,offensive_lineman,OT,Yes,Minnesota Vikings
UCLA,defense,line_backer,ILB,Yes,Minnesota Vikings
Maryland,offense,backs_receivers,WR,Yes,Minnesota Vikings
Newberry,defense,line_backer,OLB,Yes,Minnesota Vikings
Texas,defense,defensive_lineman,DT,Yes,New England Patriots
Florida St.,offense,offensive_lineman,OG,Yes,New England Patriots
Arkansas,defense,defensive_lineman,DE,Yes,New England Patriots
Oklahoma,defense,line_backer,OLB,Yes,New England Patriots
Alabama,defense,line_backer,OLB,Yes,New England Patriots
Stanford,defense,defensive_back,SS,Yes,New England Patriots
Navy,special_teams,other_special,LS,Yes,New England Patriots
Stanford,offense,offensive_lineman,OT,Yes,New Orleans Saints
Florida St.,defense,defensive_back,CB,Yes,New Orleans Saints
Missouri,offense,backs_receivers,RB,Yes,New Orleans Saints
Colorado St.,offense,backs_receivers,QB,Yes,New Orleans Saints
Georgia,defense,defensive_back,CB,Yes,New Orleans Saints
Washington,defense,line_backer,OLB,Yes,New Orleans Saints
